SERVICE_KEY,STOP_HOURS,FROM_LOCATION_ID,TO_LOCATION_ID,COUNT,P05,P25,P50,P75,P95
S,7,7161,7163,25,23.2,27,28,30,31
S,7,7162,8963,26,24.75,28.25,31,41.25,52.5
S,7,7163,8981,25,30,33,36,42,54.8
S,7,7174,718,25,23.2,27,68,92,110.6
S,7,718,749,46,21,24,27.5,30,47.75
S,7,7193,635,24,25.300000000000004,28,30.5,34,50.04999999999997
S,7,7198,7205,26,42.25,47.25,51,55.5,57.75
S,7,7205,7193,26,29,29.5,34.5,37,39
S,7,7216,4023,26,37,38,41,48.75,79
S,7,723,10792,26,24.25,30,53.5,60.5,64.75
S,7,7240,5148,26,29.25,32,35,42,65.25
S,7,725,723,25,22.4,26,30,33,69.19999999999996
S,7,726,740,26,23.25,26.5,29.5,33.75,45.5
S,7,730,6839,26,36.25,45.25,54.5,63,73.25
S,7,735,742,39,21.9,24,26,30,52.60000000000001
S,7,740,759,26,29,32.25,33.5,37,40.75
S,7,742,747,27,21.599999999999998,31.5,39,45,47.7
S,7,747,755,51,24,26,28,31,34.5
S,7,749,8511,30,21,23,31.5,40.75,46.64999999999999
S,7,755,7157,25,26,30,35,50,59.59999999999998
S,7,759,763,26,26,28,29.5,34.5,55.25
S,7,760,8512,39,28.799999999999997,31.5,33,36.5,49.1
S,7,7612,7616,26,39,44,67.5,81.75,87.75
S,7,7616,10491,26,36,38.5,42,46.75,56.5
S,7,7625,7612,25,49.199999999999996,55,62,65,88.99999999999993
S,7,763,769,26,32.25,35,38.5,43.25,73
S,7,7631,7625,25,49.199999999999996,57,62,67,93.79999999999994
S,7,764,760,25,24.2,26,28,30,34.599999999999994
S,7,7653,8241,38,22.849999999999998,24.25,26,27,32
S,7,7654,7659,37,28.8,34,40,43,60
S,7,7655,7653,38,23,26,28,29,35.15
S,7,7656,7665,33,22.6,24,25,28,33
S,7,7658,2635,33,22,24,25,28,32.199999999999996
S,7,7659,12917,31,21,22.5,24,25,27
S,7,7660,7655,38,27,29,32,55,66.6
S,7,7662,7660,35,21,23,25,29.5,46
S,7,7665,8242,36,21,23,25,27,30
S,7,7666,1792,25,24.2,30,43,63,98.99999999999997
S,7,768,764,26,41,43,46,59.75,77
S,7,770,774,24,22,22.75,24,27.25,33.699999999999996
S,7,775,771,25,22,24,25,27,31.799999999999997
S,7,7765,7807,26,49.75,63.25,65.5,68,111.25
S,7,7772,7765,25,27.8,34,36,39,40.8
S,7,7782,792,26,41,47,52.5,56.75,74.75
S,7,780,691,26,47,48,50,53,55.75
S,7,7807,7782,26,50,57,64,66,81.75
S,7,781,685,23,21.1,23,25,27,28.9
S,7,782,716,26,27,28,31,55.75,66.75
S,7,785,778,26,30.25,33.25,39,51.25,67.5
S,7,7853,6443,25,22,24,29,32,36
S,7,7898,7899,24,21.150000000000002,23.75,25,28.25,31.699999999999996
S,7,7899,6446,26,26.25,29,31.5,35,40.5
S,7,791,788,23,22,24,25,25.5,30.599999999999994
S,7,792,9526,52,42,48,53.5,66.25,104.84999999999994
S,7,800,796,26,26,29,34,36.5,41.75
S,7,801,800,26,22,23.25,25,38.75,57.5
S,7,811,809,26,25.25,29,30,31.75,34
S,7,8134,1831,35,23.7,30.5,39,65.5,727.4999999999991
S,7,814,811,26,23,25.25,28,29,32.25
S,7,818,814,26,32.25,34,35,37.75,40.75
S,7,8194,10860,22,21.049999999999997,23,24,27,32
S,7,820,13327,39,29.8,42,47,55,58.2
S,7,823,697,25,22,24,25,26,28
S,7,8242,7654,37,29.599999999999998,33,37,45,68.39999999999989
S,7,8321,8194,33,25,29,36,40,47.199999999999996
S,7,8511,9860,25,23.2,26,61,69,90.39999999999993
S,7,8585,11072,26,23.25,26,27,29.75,33.75
S,7,8587,10822,26,23,25,27,31.75,35
S,7,8727,7240,26,25,35,38,39,44
S,7,8745,823,25,22,23,24,26,27.799999999999997
S,7,8749,8880,25,23,24,26,27,29.799999999999997
S,7,8851,5492,26,38.75,51,53,60.75,68
S,7,8881,8750,21,21,23,24,27,29
S,7,8912,8913,38,23,26,28,32.75,42.15
S,7,8914,11027,38,40.849999999999994,43,46.5,57.25,99.30000000000001
S,7,8915,11005,38,27.85,29,33.5,49.5,68.3
S,7,8935,8912,38,31,34,36,38,44.3
S,7,8936,5394,26,91.75,102,106.5,112.5,141.25
S,7,8963,7174,22,21.299999999999997,31,36,43.25,57.95
S,7,8981,9031,25,23,24,25,27,31.799999999999997
S,7,8984,8985,25,34,38,39,43,46.8
S,7,8989,7162,26,34.75,38.25,42,55.25,66
S,7,9030,10287,26,22,24,25,27.75,30.5
S,7,9031,8984,25,30.2,32,36,45,61.8
S,7,9211,8918,39,32.9,36.5,40,43.5,53.1
S,7,9354,718,25,32,34,37,44,76.99999999999999
S,7,9526,704,39,67.7,76,88,97,122
S,7,9599,735,25,35,51,69,80,103.39999999999998
S,7,9600,9708,26,38,41,60,85.5,97
S,7,9627,9970,25,104.60000000000001,117,128,136,148.39999999999998
S,7,9636,7146,25,39,42,43,46,49.599999999999994
S,7,9722,9723,26,27.25,30,32,35.75,44
S,7,9723,9724,26,25.25,27,30.5,34,38.75
S,7,9724,9725,26,26.75,31,32.5,35.75,40
S,7,9767,9636,23,24,35,38,51.5,71
S,7,9776,11772,26,22.25,24.25,27,30,35.25
S,7,9853,9726,26,24,25,26,32.25,43.5
S,7,9860,725,26,29.5,32,35.5,48.75,57
S,7,9872,237,26,23.25,25,27.5,30,35.75
S,7,9959,13116,26,34,36,39,40,42
S,7,996,9627,25,53.400000000000006,57,61,68,86.59999999999998
S,7,9970,233,26,126,139,153,162,175.25
S,8,1003,2268,26,43.25,51.25,56,72,84
S,8,1010,1017,26,28,31,32.5,34.75,38
S,8,1011,1022,26,25.25,29.25,39,53.75,76
S,8,1013,1021,26,25,29,32.5,38.75,46.75
S,8,1017,1019,24,21.300000000000004,24,26.5,37.25,40
S,8,1018,1011,26,24,26,26,28.75,30
S,8,10196,1802,26,21,22,23,25,29.75
S,8,1020,1018,23,22,23.5,25,26.5,29.9
S,8,1021,1010,26,22.5,24.25,26,27,30.25
S,8,1022,1014,26,24,29,33,42,64.5
S,8,10315,10569,22,22,23,23,25,28.9
S,8,10491,7588,26,41,47.5,57,82.5,125.25
S,8,10495,9975,26,28.25,31.25,32,34.75,37.75
S,8,10602,1342,26,28,39.25,50,68,91
S,8,10784,10785,25,36.2,39,43,49,60
S,8,10787,10788,25,23.4,27,28,32,52.199999999999974
S,8,10788,10789,25,36,38,39,40,42.8
S,8,10790,8569,25,22,23,25,27,30
S,8,10791,11032,25,22,23,26,32,52.599999999999994
S,8,10792,715,26,23,25,27,30.75,40.5
S,8,10793,5087,25,42.2,55,59,65,90.19999999999996
S,8,10809,735,23,21.1,25.5,47,58,71.1
S,8,10821,7150,26,22.25,23.25,25.5,27,29
S,8,10845,178,26,26.25,29.25,33,35,38
S,8,10848,193,26,25.25,28,29.5,34.75,75.75
S,8,10849,159,21,22,23,24,26,27
S,8,10854,10715,25,48.2,53,63,98,115.6
S,8,10855,10855,37,23,25,30,38,1297.6
S,8,10855,5145,35,45.1,56.5,64,69,78.3
S,8,10860,4287,25,43.4,48,51,57,69.8
S,8,10877,8745,25,22.2,25,27,35,50.99999999999997
S,8,10878,3104,26,23,28.25,30.5,34.75,62.5
S,8,10879,8464,26,38.75,44.5,54,65.75,88.25
S,8,10910,10877,26,57.25,72.75,97.5,115.25,150
S,8,11031,202,21,21,22,23,24,26
S,8,11032,10809,26,43.75,58.25,61.5,66.75,85
S,8,11071,5446,23,21,21.5,23,24.5,27.9
S,8,11271,10848,26,25.25,30,32.5,39.75,61.75
S,8,11313,5081,26,47.5,51,56,62.75,64.75
S,8,11411,8917,25,33.2,36,39,41,44
S,8,11773,9775,25,40,44,49,66,74.39999999999999
S,8,11956,13169,27,48,53.5,58,64,140.39999999999995
S,8,12374,12805,24,95.45,104.75,115.5,130.25,148.35
S,8,12398,5471,26,29.25,36.5,51,60.75,75.75
S,8,12707,1328,26,25.25,28.25,31,34.75,40
S,8,12762,12763,26,43.25,48.5,54,63.5,75.75
S,8,12763,7772,26,81.25,90.5,95,109.5,131.25
S,8,12805,13178,23,25.099999999999998,29,33,48.5,67.69999999999999
S,8,12892,2619,27,21,22,23,24,26
S,8,12904,1799,24,21,22,24.5,29,30.849999999999998
S,8,12917,7658,34,21,22,23,26,55.04999999999998
S,8,12922,11926,26,85.25,115,123,137.5,149
S,8,12932,8435,26,46,49,53,57,64.5
S,8,12933,1035,26,29.25,31,32,35,37.75
S,8,12934,6511,26,34,39.25,47.5,68.5,93.25
S,8,12943,5428,24,22.3,25,27.5,31,33.699999999999996
S,8,12948,1811,36,22.75,25,28,33.25,50.5
S,8,12949,5395,26,24,25,29,32,36.5
S,8,12950,5431,21,21,25,28,30,39
S,8,12952,3093,26,24,25.25,29,30,34.75
S,8,12954,5461,22,21.049999999999997,22.25,24,25,34.64999999999999
S,8,12957,5407,25,22,24,26,30,31.799999999999997
S,8,13018,996,26,24,26,27,28.75,39.25
S,8,13043,418,26,37,43.25,47,56,70
S,8,13166,10854,25,28.4,31,34,36,40.8
S,8,13169,3639,28,54.349999999999994,67,77,105.75,124.94999999999999
S,8,1317,1325,24,24.15,30,40,66.25,103.1
S,8,13171,7636,26,31,55.25,61.5,69,87
S,8,13178,13171,26,56.25,63,82.5,97,134.25
S,8,1320,3092,26,33.5,36,49,63,72.5
S,8,13236,1829,32,24.55,33.75,45,54.25,101.64999999999996
S,8,1324,1339,26,24,33.75,43,55.75,78
S,8,13248,12922,26,59.75,77.25,87,97,115.75
S,8,1327,1340,26,21.25,25.25,26.5,30,30
S,8,1328,1324,26,33.25,53,82.5,103,128.5
S,8,13327,6839,26,45.25,53,56,60.75,68.75
S,8,13327,726,26,26.5,30.25,32,34.75,38.5
S,8,13328,13329,65,39.2,46,49,54,91.99999999999997
S,8,13329,13330,65,23,27,29,32,70.8
S,8,1338,1317,26,25.75,32,55,70.5,94.25
S,8,1339,1335,26,27,27,30,32.75,35.75
S,8,1340,2798,26,30.25,32,33.5,37,53.75
S,8,1342,1572,26,30.5,36,40,44,68
S,8,13467,689,65,51,55,58,60,68.6
S,8,13596,5499,38,28.55,37.5,50,72.5,87.15
S,8,13693,4538,26,60.25,62.5,70,81,123.25
S,8,13773,13733,26,73.75,85,94.5,103.5,126.5
S,8,13825,13773,26,38.75,47,49,58.75,91.75
S,8,13870,9648,38,23,25,27,29.75,32.15
S,8,13882,2633,37,31,33,37,40,42
S,8,150,168,21,22,28,43,57,71
S,8,1529,1547,26,24,26,27,29,31.75
S,8,154,210,30,21.450000000000003,24,26,33.75,39.099999999999994
S,8,1545,1541,26,29.25,33,35,36,38.75
S,8,1547,1545,25,21.200000000000003,26,35,48,53.599999999999994
S,8,155,188,26,43.25,46.25,48,50,56.75
S,8,1551,1529,22,22,22,23.5,25.75,31.699999999999996
S,8,156,172,26,43.5,48.25,55.5,70.5,91.5
S,8,1572,10821,26,45.25,66.5,91,100.75,144.25
S,8,159,11031,25,21.200000000000003,23,25,32,45
S,8,160,162,24,24,25,28,31,32.699999999999996
S,8,164,8213,26,47.5,50.25,53,59,88.25
S,8,168,212,39,36,39,43,47.5,60.700000000000024
S,8,170,10844,26,22.25,26,27,30,35
S,8,172,177,26,34.5,39,40,44,48.5
S,8,1729,1762,25,23,24,27,28,30
S,8,173,155,26,38,40,41.5,44.75,50.5
S,8,174,12762,26,33,37.25,48,62,72
S,8,176,173,26,41.5,44.25,48,67.75,75
S,8,1760,7982,26,41.25,44.5,72.5,84.5,100.75
S,8,1775,12947,35,22,25,27,29,34
S,8,1778,12904,31,21,23,25,30.5,33.5
S,8,179,150,36,22.5,24.75,29,34,38
S,8,1792,1794,38,30.549999999999997,41,53.5,59,67.6
S,8,1793,7656,49,29.800000000000004,37,68,94,108.99999999999997
S,8,1794,12946,38,25.849999999999998,28,31.5,35,37.89999999999999
S,8,1798,1793,38,29.85,32,34.5,39.75,49.39999999999998
S,8,1808,1810,30,22,24,26.5,30.75,48.099999999999994
S,8,181,207,26,38.25,41,42.5,47.5,59.25
S,8,1811,1807,36,21,24,26.5,31,35.5
S,8,1815,12948,37,22.799999999999997,24,26,30,34.59999999999999
S,8,1816,1819,37,21.799999999999997,23,26,28,46.39999999999995
S,8,1818,1815,38,26.85,29,33,37,42.3
S,8,1819,1821,38,23.7,27.25,30,34,50.94999999999998
S,8,1823,1827,38,21.85,25.25,28,31,35.34999999999999
S,8,1824,1818,38,31,41.25,53.5,70.5,92.84999999999997
S,8,1826,1824,34,22.65,24,26.5,28.75,37
S,8,1827,6427,36,25.5,30.25,37.5,50.75,66.25
S,8,189,156,26,47.25,53,56.5,59.75,66.25
S,8,191,199,26,23.25,27.25,35,46.5,63.75
S,8,193,203,26,24.25,28,30,33.75,42.75
S,8,199,200,25,21,23,25,28,28
S,8,202,180,25,22.2,26,29,32,35.599999999999994
S,8,203,182,26,37,43,48,50.75,52
S,8,207,191,26,27.25,31.25,40.5,52.75,82
S,8,210,179,39,36,40,45,48.5,54.1
S,8,211,183,39,34.900000000000006,37.5,44,54,71.2
S,8,212,160,26,24.25,29.25,34,38,46
S,8,2268,1034,26,29.25,34,38,46.75,57.25
S,8,229,238,26,35,39.25,45,49,62.25
S,8,233,5378,26,57.25,60.25,63.5,71.25,79.75
S,8,236,229,26,23,25.25,28,30,34.5
S,8,239,9872,25,21,24,25,28,32.8
S,8,240,5378,26,36.25,39,42.5,48.75,54.5
S,8,252,239,26,24.25,26,31,38,51.5
S,8,2594,2597,28,22.35,42.75,59,63,73
S,8,2596,2607,30,25.15,38,44.5,48.75,55
S,8,2597,2599,36,21,25,27,30,33.25
S,8,2602,3637,38,37.85,40,46,61.25,80.19999999999999
S,8,2609,2606,37,25,28,33,44,57.99999999999998
S,8,2611,2609,27,21,22.5,23,26,32.8
S,8,2612,2614,36,21,23,25.5,29.25,47.25
S,8,2615,2617,36,21.75,25,27,29,33
S,8,2616,2613,37,22,26,28,30,34
S,8,2620,2623,37,30.599999999999998,34,41,61,67
S,8,2623,2625,25,21,22,23,26,30.799999999999997
S,8,2624,12892,38,26.85,31,33,35,46
S,8,2625,2628,31,21.5,22,25,26.5,28.5
S,8,2626,2624,35,22,24,27,29,47.89999999999999
S,8,2629,2626,38,28.85,38,55,64.75,82.6
S,8,2632,2629,27,21,22,23,24.5,28
S,8,2633,7651,37,24,28,40,53,59.199999999999974
S,8,2635,2632,36,26,28,29.5,32.25,38.25
S,8,2641,2594,36,33.5,42.25,56,78.25,87.25
S,8,2642,11956,53,74,80,97,114,154.2
S,8,2708,6728,26,28.25,31.25,33,35,37.5
S,8,2713,6876,26,67.25,76.25,80.5,87.5,96
S,8,2798,10857,26,22,24,25.5,29.5,33.75
S,8,3091,3105,26,21.5,26,28,30,36.25
S,8,3092,3097,21,21,22,24,25,29
S,8,3093,1356,24,24,25,28,31,34.849999999999994
S,8,3105,10879,25,23,26,28,29,34.19999999999999
S,8,3633,2642,53,31.6,34,37,40,42.8
S,8,3635,2641,35,65.8,72,79,85,95.39999999999998
S,8,3637,3641,37,25.8,29,31,33,65.1999999999999
S,8,3639,3635,35,26.8,32.5,36,39.5,49.499999999999986
S,8,3669,4290,39,24.799999999999997,34.5,51,79,100.1
S,8,4016,4014,25,22.599999999999998,25,34,45,57.99999999999997
S,8,4032,4036,26,23,25,26,27,30.5
S,8,4036,6567,26,71.25,83.25,89,92.75,106.5
S,8,4039,4032,26,25,27,28,28.75,31.5
S,8,4040,10307,26,36.75,41,44,46.75,61
S,8,408,13043,26,25.25,27,29,30,34.75
S,8,410,7216,24,22.15,24.75,25.5,27,28.849999999999998
S,8,417,410,25,29,32,34,35,40
S,8,418,422,24,36.15,41.75,48.5,60.5,73.39999999999999
S,8,422,425,24,25,26,27,29,30.849999999999998
S,8,423,417,23,38.1,42,46,52,76.3
S,8,425,427,24,27,30.75,37,49.5,60
S,8,4252,13870,21,21,22,27,33,49
S,8,426,423,23,36.2,41.5,47,52.5,76
S,8,427,429,25,21,22,23,25,28.799999999999997
S,8,4287,6517,25,68.2,95,103,128,159.99999999999994
S,8,4288,8321,35,23.7,27,31,35,56.89999999999999
S,8,429,436,26,33,35,36,37,41.25
S,8,4290,4252,38,28.85,34,36.5,41.75,80
S,8,430,428,23,22,24,25,28.5,50.299999999999976
S,8,4327,211,39,23.9,29,32,36,54.000000000000014
S,8,435,430,25,39,40,42,45,51.599999999999994
S,8,440,435,25,21.200000000000003,23,24,26,28.599999999999994
S,8,445,448,21,21,23,23,24,26
S,8,449,446,25,22,23,24,25,27
S,8,453,456,25,21,23,24,25,27
S,8,4538,13825,26,88,93.25,99.5,107.5,120.5
S,8,457,454,25,25,27,29,30,31
S,8,459,7853,25,32,34,39,42,48.599999999999994
S,8,460,457,25,23,26,28,30,31
S,8,5014,5012,26,23.75,29.25,34,38,70.5
S,8,5044,5066,26,38,42,51.5,68,88
S,8,5048,10793,26,29.5,35,42,57,64.5
S,8,5060,5058,25,21,23,25,36,59.19999999999999
S,8,5063,5062,35,21.7,23,26,32.5,62
S,8,5067,5063,26,31,33,35.5,48.5,74.75
S,8,5069,5068,22,21,21.25,23,25,57.449999999999974
S,8,5070,5076,26,34.25,39.25,41.5,43,49.75
S,8,5077,5069,26,24.5,27.25,29.5,32.75,58.75
S,8,5091,5094,25,23,26,28,31,58.39999999999996
S,8,5093,10834,25,28.2,30,33,42,48.599999999999994
S,8,5094,5097,25,23,24,25,27,30.799999999999997
S,8,5103,5100,33,21.6,25,32,46,57
S,8,5105,5103,37,22,23,25,26,28
S,8,5113,5107,33,21,22,24,26,28.599999999999994
S,8,5119,5114,35,21,22,25,26.5,30.599999999999994
S,8,5127,5125,39,29,39,54,73.5,100.5
S,8,5133,5127,39,21.9,25,26,27.5,31.1
S,8,5139,5136,39,28,30,32,34,39.2
S,8,5140,5139,37,24,26,28,30,32.199999999999996
S,8,5144,5140,27,21,22,23,25,44.999999999999986
S,8,5145,5052,22,21,21.25,23.5,31.5,41.95
S,8,5377,10495,26,39.5,43,56,66,75.75
S,8,5379,241,26,43.5,52.5,62.5,70,98.75
S,8,5379,5377,26,24.25,33.25,36,43.75,53.5
S,8,5390,5466,25,26,32,43,56,73.79999999999998
S,8,5391,5481,24,23,25,27,28.5,33.55
S,8,5395,5433,26,26.25,32.25,35,36,38.75
S,8,5398,9792,26,31.25,35,39,41,48.5
S,8,5407,5493,23,23,24,25,28,29.9
S,8,5411,12957,25,23.2,26,31,50,71.79999999999998
S,8,5414,10910,25,25,27,32,39,47.599999999999994
S,8,5415,5414,26,21.25,24,26,28,35.5
S,8,5423,5425,25,22.2,25,39,49,77.8
S,8,5425,12950,26,23,25,27,29.75,34.5
S,8,5428,5426,26,24,27.25,29,31.75,50
S,8,5432,5436,26,31.25,36.25,39,46.5,49.75
S,8,5436,5439,24,22.450000000000003,26,28,30.25,32.699999999999996
S,8,5439,5444,26,35.5,40,49,73.5,86.5
S,8,5442,12949,26,22,24,26,28,31.75
S,8,5448,5452,26,27.25,30.25,32.5,35.75,38.75
S,8,5452,5454,21,23,35,39,52,59
S,8,5453,11071,38,24,26,28,30.75,36.15
S,8,5454,5458,26,21.25,23,25,27,28.75
S,8,5455,5453,39,24,25,29,32,38.400000000000006
S,8,5457,5455,24,21,21,23.5,30,46.49999999999998
S,8,5462,13547,26,23.25,26.25,28,30.75,35
S,8,5465,5467,25,22.4,27,38,59,65
S,8,5467,5468,26,24,27.25,30,30.75,34
S,8,5472,12397,26,36.75,50.25,67.5,79,98.5
S,8,5477,5478,25,23.2,27,30,44,54.8
S,8,5481,5479,24,22.15,25.75,29.5,37,48.249999999999986
S,8,5492,5488,23,22.2,26,27,29.5,32.8
S,8,5493,8851,22,22,22.25,23,25.75,29.849999999999998
S,8,5498,7898,25,48.2,57,71,81,97.8
S,8,5502,13596,27,21,21.5,23,24,27.7
S,8,5846,3669,26,56,59.25,62.5,71,90.5
S,8,6158,6160,26,22.25,25.25,30,33,148.5
S,8,6160,6137,24,22.15,24,27,30,31
S,8,6165,6166,26,22.25,28,47.5,64,75.5
S,8,6169,9600,26,35.25,41.25,52,65.75,77
S,8,6173,8935,24,22.15,23.75,26,29,31.849999999999998
S,8,6398,8134,36,29.75,40.75,55,76,91.25
S,8,6427,6398,24,22.15,24.75,27.5,35.25,65.24999999999999
S,8,6443,6445,22,21.049999999999997,24.25,26,27.75,30
S,8,6444,6442,25,31.4,39,41,44,50.39999999999999
S,8,6445,6447,25,21,22,28,31,32.8
S,8,6447,7897,26,27,29,32.5,37.5,41.75
S,8,6511,6526,34,21,22,23.5,25,28.399999999999977
S,8,6516,4288,26,60,68.5,88,104.75,127
S,8,6526,6143,26,50,72,86.5,93.5,109.75
S,8,6526,6529,21,22,40,48,53,61
S,8,6529,11026,25,37.2,40,41,43,62.8
S,8,6567,4037,26,38.75,44.25,49,53.75,63.5
S,8,6839,5058,21,21,23,30,44,62
S,8,6849,13693,26,33.25,35.25,38,39.75,45.25
S,8,686,706,26,35,37,39,40.75,43
S,8,687,682,26,25.25,27,28,30,31
S,8,6876,6849,21,21,22,25,32,58
S,8,689,7631,26,75,94,118.5,125.75,170.75
S,8,689,782,26,66.25,101,108,114,123.5
S,8,690,781,26,41.25,43.25,45,47.75,54
S,8,691,8798,26,57.25,61.5,65,69,74
S,8,696,822,22,21.049999999999997,22.25,23.5,24,26
S,8,702,768,23,22.099999999999998,23,25,28,41.699999999999996
S,8,704,820,51,23.5,25,27,30,33.5
S,8,707,687,26,41.5,45,46,48,52
S,8,711,702,25,21,22,23,24,25
S,8,713,707,26,28.5,31.25,33,35.5,42.5
S,8,7145,9766,26,38.25,42.25,59,71,85
S,8,715,792,21,22,26,37,45,56
S,8,7157,7161,26,25,26,31,33,52.25
S,8,716,10791,24,25,29.75,36.5,43.25,51.55
S,8,7161,7163,26,25.25,28,30.5,32,39
S,8,7162,8963,25,26,28,30,41,50
S,8,7163,8981,26,31.25,34,40,47.5,59.75
S,8,7174,718,25,21.200000000000003,25,59,72,102.6
S,8,718,749,46,21,22,23,32,49
S,8,7216,4023,25,39,40,47,52,94.79999999999998
S,8,723,10792,26,25,31.75,51,55.5,65.75
S,8,725,723,22,21.049999999999997,24.5,30.5,33.75,51.9
S,8,726,740,26,23.5,25.25,27,29,34.5
S,8,730,6839,26,37.25,40.5,47.5,60.25,76
S,8,735,742,50,22,27,29,45.5,59
S,8,740,759,26,26.25,31,32.5,35.75,39
S,8,742,747,39,21,27,34,39.5,47
S,8,747,755,52,25,26,28,30,34
S,8,755,7157,26,26.75,32,42,53.25,62.5
S,8,755,9555,22,21,22.25,24,26,44.75
S,8,7588,7591,26,30.5,36,40,41,43
S,8,759,763,26,23.25,26,29,31.5,57
S,8,7591,175,26,37.25,40,42,44.75,52.75
S,8,760,8512,26,31,33,35,36,38
S,8,763,769,26,35,37.25,38.5,40,44.25
S,8,7636,7640,39,49.8,62.5,67,79.5,102.70000000000002
S,8,764,760,26,24,26,27.5,29,32.75
S,8,7653,8241,24,21.150000000000002,23.75,24.5,27,31
S,8,7654,7659,37,30.799999999999997,32,34,37,56.39999999999999
S,8,7655,7653,25,22.2,26,29,31,34.8
S,8,7656,7665,25,21,22,23,25,27.599999999999994
S,8,7658,2635,32,21.549999999999997,23,25,28.25,35.49999999999999
S,8,7660,7655,37,24.8,28,31,56,80.19999999999997
S,8,7662,7660,30,21,22,25,31.75,47.64999999999999
S,8,7665,8242,28,21,22,23,24.25,31
S,8,7666,1792,37,23.8,28,52,75,94.79999999999998
S,8,768,764,26,42.25,45,64,72.75,89.5
S,8,770,774,21,21,22,23,24,25
S,8,775,771,26,22,23,24.5,26,32
S,8,776,779,24,22,23,29,44.75,51.699999999999996
S,8,7772,7765,26,28.25,31,34,34.75,37.75
S,8,779,786,26,28,29,31,32,36.5
S,8,780,691,26,46.5,49,51,54,57.75
S,8,781,685,25,21.200000000000003,24,25,25,28
S,8,782,716,26,26,29,30,33.5,64.5
S,8,785,778,26,32,34.25,38,39.75,62
S,8,7853,6443,22,22,25,27,28,32.9
S,8,786,787,21,22,29,35,37,42
S,8,7898,7899,22,21,21,23,25.75,35.95
S,8,7899,6446,25,27.4,31,35,41,45
S,8,791,788,25,21,22,24,26,27.799999999999997
S,8,792,9526,39,35.9,57,82,91.5,120.4
S,8,793,13155,26,26,28,30,32.75,34
S,8,7970,1551,26,31.25,34.25,43,58.5,69.25
S,8,7982,7970,26,23,26,27,29,31
S,8,799,12761,26,22,28,35.5,58,64
S,8,800,796,26,26.25,30,32,34.75,38.75
S,8,801,800,23,22.099999999999998,24.5,30,47,55.699999999999996
S,8,808,812,26,26.25,29,30,32,35.5
S,8,811,809,26,24.5,29,30,32.75,34.75
S,8,812,813,24,22,22,23.5,26,27
S,8,813,817,25,33.4,36,39,41,44.599999999999994
S,8,8134,1831,36,22.5,30,41.5,404,1615
S,8,814,811,26,21,24.25,26.5,28,35.25
S,8,818,814,26,32.25,35.25,37,41,57.75
S,8,8194,10862,24,22.15,25.75,31.5,37,51.249999999999986
S,8,8198,10602,25,56,62,70,77,88.6
S,8,820,13327,52,38,41.75,44.5,52,59.449999999999996
S,8,8213,10845,26,55,62.25,76.5,106.5,115.5
S,8,822,12934,25,24,27,29,41,69.8
S,8,823,697,21,21,21,22,24,40
S,8,8242,7654,37,27.6,31,36,48,69.79999999999994
S,8,8321,8194,42,21,27,30.5,36.5,50.89999999999999
S,8,8435,9978,26,40.25,43.25,45,48,62.75
S,8,8511,9860,26,22,25,51.5,60.75,64.75
S,8,8570,8571,25,24.2,26,29,33,38.39999999999999
S,8,8571,8572,24,22.15,25,26,27.25,30
S,8,8572,11816,25,26.200000000000003,28,30,34,37
S,8,8745,823,21,21,22,25,27,28
S,8,8749,8880,26,25,27,29,31.75,33
S,8,8799,690,26,59.5,63.75,68,73,81
S,8,8851,5492,26,40.5,47,64.5,75.5,94
S,8,8881,8750,25,22,23,25,27,28
S,8,8912,8913,26,23,25,28,34,41.75
S,8,8914,11027,26,36.25,41,44,50.25,78.75
S,8,8919,8936,22,21,22,23,33.5,50.849999999999994
S,8,8935,8912,26,28,34,38,43.75,53
S,8,8936,5394,38,95,103,112,130.75,144.2
S,8,8981,9031,26,22,24,28,37.75,58.5
S,8,8989,7162,25,33,40,45,61,70.99999999999999
S,8,9030,10287,25,23,24,25,28,34.79999999999998
S,8,9095,10315,25,34,41,52,61,76.39999999999999
S,8,9211,8918,25,33.4,37,40,42,52.19999999999999
S,8,9354,718,26,30.25,35.25,51.5,63.75,78.25
S,8,9526,704,52,70.55,76,82.5,97.25,126.44999999999999
S,8,9599,735,26,31,37.25,51.5,65.5,86.25
S,8,9600,9708,26,55.5,83.25,87.5,93.5,135.75
S,8,9613,9599,21,21,22,27,31,69
S,8,9627,9970,26,104.25,111.25,116.5,128.25,139.5
S,8,9628,993,26,63.25,78.5,87,116.25,128.5
S,8,9648,4284,21,25,34,45,54,66
S,8,9708,9613,24,22,27.75,31,33.5,70.94999999999995
S,8,9715,9811,25,21,22,25,26,27.799999999999997
S,8,9716,9718,25,29,30,33,37,57.79999999999998
S,8,9718,9719,25,26.200000000000003,31,34,37,41.8
S,8,9719,9717,25,24.6,30,31,36,53.8
S,8,9756,11313,23,23.1,26.5,33,43,56.699999999999996
S,8,9860,725,26,25.25,29,31.5,35.75,44.75
S,8,9872,237,26,23,25.25,28.5,30.75,49.75
S,8,996,9627,26,52.25,57.25,62,74,93.75
S,8,9970,233,26,129,139.5,149.5,164.75,190.25
S,8,9975,9628,26,86.75,91.5,97.5,109.75,127.25
S,8,9978,12933,26,49,53.5,57,65,100.75
S,9,10006,7154,24,21.300000000000004,23,24,25,25.849999999999998
